SCO_ID	regulator_flag	source
SCO5416	1	CastroMelchor_2010
SCO5418	1	CastroMelchor_2010
SCO5433	1	CastroMelchor_2010
SCO5434	1	CastroMelchor_2010
SCO5435	1	CastroMelchor_2010
SCO5437	1	CastroMelchor_2010
SCO5438	1	CastroMelchor_2010
SCO5452	1	CastroMelchor_2010
SCO5453	1	CastroMelchor_2010
SCO5454	1	CastroMelchor_2010
SCO5455	1	CastroMelchor_2010
SCO5460	1	CastroMelchor_2010
SCO5463	1	CastroMelchor_2010
SCO5505	1	CastroMelchor_2010
SCO5506	1	CastroMelchor_2010
SCO5517	1	CastroMelchor_2010
SCO5518	1	CastroMelchor_2010
SCO5550	1	CastroMelchor_2010
SCO5552	1	CastroMelchor_2010
SCO5582	1	CastroMelchor_2010
SCO5583	1	CastroMelchor_2010
SCO5584	1	CastroMelchor_2010
SCO5585	1	CastroMelchor_2010
SCO5586	1	CastroMelchor_2010
SCO5621	1	CastroMelchor_2010
SCO5622	1	CastroMelchor_2010
SCO5655	1	CastroMelchor_2010
SCO5656	1	CastroMelchor_2010
SCO5678	1	CastroMelchor_2010
SCO5683	1	CastroMelchor_2010
SCO5684	1	CastroMelchor_2010
SCO5692	1	CastroMelchor_2010
SCO5723	1	CastroMelchor_2010
SCO5747	1	CastroMelchor_2010
SCO5748	1	CastroMelchor_2010
SCO5749	1	CastroMelchor_2010
SCO5756	1	CastroMelchor_2010
SCO5757	1	CastroMelchor_2010
SCO5758	1	CastroMelchor_2010
SCO5759	1	CastroMelchor_2010
SCO5762	1	CastroMelchor_2010
SCO5763	1	CastroMelchor_2010
SCO5764	1	CastroMelchor_2010
SCO5770	1	CastroMelchor_2010
SCO5778	1	CastroMelchor_2010
SCO5784	1	CastroMelchor_2010
SCO5785	1	CastroMelchor_2010
SCO5794	1	CastroMelchor_2010
SCO5811	1	CastroMelchor_2010
SCO5840	1	CastroMelchor_2010
SCO5847	1	CastroMelchor_2010
SCO5862	1	CastroMelchor_2010
SCO5863	1	CastroMelchor_2010
SCO5871	1	CastroMelchor_2010
SCO5872	1	CastroMelchor_2010
SCO5873	1	CastroMelchor_2010
SCO5874	1	CastroMelchor_2010
SCO5877	1	CastroMelchor_2010
SCO5878	1	CastroMelchor_2010
SCO5879	1	CastroMelchor_2010
SCO5880	1	CastroMelchor_2010
SCO5881	1	CastroMelchor_2010
SCO5914	1	CastroMelchor_2010
SCO5934	1	CastroMelchor_2010
SCO5935	1	CastroMelchor_2010
SCO5956	1	CastroMelchor_2010
SCO5962	1	CastroMelchor_2010
SCO5972	1	CastroMelchor_2010
SCO5973	1	CastroMelchor_2010
SCO5982	1	CastroMelchor_2010
SCO5983	1	CastroMelchor_2010
SCO6002	1	CastroMelchor_2010
SCO6003	1	CastroMelchor_2010
SCO6008	1	CastroMelchor_2010
SCO6020	1	CastroMelchor_2010
SCO6029	1	CastroMelchor_2010
SCO6071	1	CastroMelchor_2010
SCO6115	1	CastroMelchor_2010
SCO6118	1	CastroMelchor_2010
SCO6119	1	CastroMelchor_2010
SCO6128	1	CastroMelchor_2010
SCO6129	1	CastroMelchor_2010
SCO6138	1	CastroMelchor_2010
SCO6139	1	CastroMelchor_2010
SCO6140	1	CastroMelchor_2010
SCO6144	1	CastroMelchor_2010
SCO6150	1	CastroMelchor_2010
SCO6151	1	CastroMelchor_2010
SCO6153	1	CastroMelchor_2010
SCO6156	1	CastroMelchor_2010
SCO6159	1	CastroMelchor_2010
SCO6162	1	CastroMelchor_2010
SCO6163	1	CastroMelchor_2010
SCO6169	1	CastroMelchor_2010
SCO6207	1	CastroMelchor_2010
SCO6208	1	CastroMelchor_2010
SCO6219	1	CastroMelchor_2010
SCO6232	1	CastroMelchor_2010
SCO6233	1	CastroMelchor_2010
SCO6237	1	CastroMelchor_2010
SCO6238	1	CastroMelchor_2010
SCO6239	1	CastroMelchor_2010
SCO6253	1	CastroMelchor_2010
SCO6254	1	CastroMelchor_2010
SCO6256	1	CastroMelchor_2010
SCO6265	1	CastroMelchor_2010
SCO6268	1	CastroMelchor_2010
SCO6280	1	CastroMelchor_2010
SCO6281	1	CastroMelchor_2010
SCO6286	1	CastroMelchor_2010
SCO6287	1	CastroMelchor_2010
SCO6288	1	CastroMelchor_2010
SCO6294	1	CastroMelchor_2010
SCO6299	1	CastroMelchor_2010
SCO6309	1	CastroMelchor_2010
SCO6323	1	CastroMelchor_2010
SCO6334	1	CastroMelchor_2010
SCO6335	1	CastroMelchor_2010
SCO6349	1	CastroMelchor_2010
SCO6353	1	CastroMelchor_2010
SCO6354	1	CastroMelchor_2010
SCO6355	1	CastroMelchor_2010
SCO6356	1	CastroMelchor_2010
SCO6357	1	CastroMelchor_2010
SCO6360	1	CastroMelchor_2010
SCO6361	1	CastroMelchor_2010
SCO6362	1	CastroMelchor_2010
SCO6363	1	CastroMelchor_2010
SCO6364	1	CastroMelchor_2010
SCO6365	1	CastroMelchor_2010
SCO6366	1	CastroMelchor_2010
SCO6367	1	CastroMelchor_2010
SCO6368	1	CastroMelchor_2010
SCO6369	1	CastroMelchor_2010
SCO6410	1	CastroMelchor_2010
SCO6411	1	CastroMelchor_2010
SCO6412	1	CastroMelchor_2010
SCO6413	1	CastroMelchor_2010
SCO6421	1	CastroMelchor_2010
SCO6422	1	CastroMelchor_2010
SCO6423	1	CastroMelchor_2010
SCO6424	1	CastroMelchor_2010
SCO6439	1	CastroMelchor_2010
SCO6448	1	CastroMelchor_2010
SCO6459	1	CastroMelchor_2010
SCO6464	1	CastroMelchor_2010
SCO6474	1	CastroMelchor_2010
SCO6518	1	CastroMelchor_2010
SCO6519	1	CastroMelchor_2010
SCO6520	1	CastroMelchor_2010
SCO6554	1	CastroMelchor_2010
SCO6555	1	CastroMelchor_2010
SCO6565	1	CastroMelchor_2010
SCO6567	1	CastroMelchor_2010
SCO6568	1	CastroMelchor_2010
SCO6569	1	CastroMelchor_2010
SCO6570	1	CastroMelchor_2010
SCO6571	1	CastroMelchor_2010
SCO6621	1	CastroMelchor_2010
SCO6632	1	CastroMelchor_2010
SCO6633	1	CastroMelchor_2010
SCO6667	1	CastroMelchor_2010
SCO6668	1	CastroMelchor_2010
SCO6669	1	CastroMelchor_2010
SCO6675	1	CastroMelchor_2010
SCO6681	1	CastroMelchor_2010
SCO6682	1	CastroMelchor_2010
SCO6683	1	CastroMelchor_2010
SCO6684	1	CastroMelchor_2010
SCO6685	1	CastroMelchor_2010
SCO6694	1	CastroMelchor_2010
SCO6713	1	CastroMelchor_2010
SCO6715	1	CastroMelchor_2010
SCO6722	1	CastroMelchor_2010
SCO6733	1	CastroMelchor_2010
SCO6746	1	CastroMelchor_2010
SCO6747	1	CastroMelchor_2010
SCO6775	1	CastroMelchor_2010
SCO6777	1	CastroMelchor_2010
SCO6778	1	CastroMelchor_2010
SCO6781	1	CastroMelchor_2010
SCO6792	1	CastroMelchor_2010
SCO6808	1	CastroMelchor_2010
SCO6812	1	CastroMelchor_2010
SCO6813	1	CastroMelchor_2010
SCO6823	1	CastroMelchor_2010
SCO6830	1	CastroMelchor_2010
SCO6836	1	CastroMelchor_2010
SCO6837	1	CastroMelchor_2010
SCO6864	1	CastroMelchor_2010
SCO6865	1	CastroMelchor_2010
SCO6893	1	CastroMelchor_2010
SCO6894	1	CastroMelchor_2010
SCO6895	1	CastroMelchor_2010
SCO6896	1	CastroMelchor_2010
SCO6923	1	CastroMelchor_2010
SCO6924	1	CastroMelchor_2010
SCO6935	1	CastroMelchor_2010
SCO6936	1	CastroMelchor_2010
SCO6937	1	CastroMelchor_2010
SCO6938	1	CastroMelchor_2010
SCO6943	1	CastroMelchor_2010
SCO6944	1	CastroMelchor_2010
SCO6986	1	CastroMelchor_2010
SCO6992	1	CastroMelchor_2010
SCO7016	1	CastroMelchor_2010
SCO7025	1	CastroMelchor_2010
SCO7027	1	CastroMelchor_2010
SCO7032	1	CastroMelchor_2010
SCO7033	1	CastroMelchor_2010
SCO7042	1	CastroMelchor_2010
SCO7056	1	CastroMelchor_2010
SCO7075	1	CastroMelchor_2010
SCO7076	1	CastroMelchor_2010
SCO7086	1	CastroMelchor_2010
SCO7088	1	CastroMelchor_2010
SCO7089	1	CastroMelchor_2010
SCO7093	1	CastroMelchor_2010
SCO7099	1	CastroMelchor_2010
SCO7104	1	CastroMelchor_2010
SCO7112	1	CastroMelchor_2010
SCO7134	1	CastroMelchor_2010
SCO7137	1	CastroMelchor_2010
SCO7140	1	CastroMelchor_2010
SCO7145	1	CastroMelchor_2010
SCO7146	1	CastroMelchor_2010
SCO7168	1	CastroMelchor_2010
SCO7173	1	CastroMelchor_2010
SCO7175	1	CastroMelchor_2010
SCO7177	1	CastroMelchor_2010
SCO7178	1	CastroMelchor_2010
SCO7192	1	CastroMelchor_2010
SCO7201	1	CastroMelchor_2010
SCO7240	1	CastroMelchor_2010
SCO7241	1	CastroMelchor_2010
SCO7252	1	CastroMelchor_2010
SCO7270	1	CastroMelchor_2010
SCO7277	1	CastroMelchor_2010
SCO7278	1	CastroMelchor_2010
SCO7279	1	CastroMelchor_2010
SCO7289	1	CastroMelchor_2010
SCO7291	1	CastroMelchor_2010
SCO7295	1	CastroMelchor_2010
SCO7306	1	CastroMelchor_2010
SCO7307	1	CastroMelchor_2010
SCO7314	1	CastroMelchor_2010
SCO7315	1	CastroMelchor_2010
SCO7320	1	CastroMelchor_2010
SCO7321	1	CastroMelchor_2010
SCO7322	1	CastroMelchor_2010
SCO7323	1	CastroMelchor_2010
SCO7324	1	CastroMelchor_2010
SCO7325	1	CastroMelchor_2010
SCO7328	1	CastroMelchor_2010
SCO7341	1	CastroMelchor_2010
SCO7351	1	CastroMelchor_2010
SCO7352	1	CastroMelchor_2010
SCO7353	1	CastroMelchor_2010
SCO7363	1	CastroMelchor_2010
SCO7364	1	CastroMelchor_2010
SCO7417	1	CastroMelchor_2010
SCO7418	1	CastroMelchor_2010
SCO7419	1	CastroMelchor_2010
SCO7420	1	CastroMelchor_2010
SCO7421	1	CastroMelchor_2010
SCO7422	1	CastroMelchor_2010
SCO7433	1	CastroMelchor_2010
SCO7446	1	CastroMelchor_2010
SCO7463	1	CastroMelchor_2010
SCO7464	1	CastroMelchor_2010
SCO7465	1	CastroMelchor_2010
SCO7466	1	CastroMelchor_2010
SCO7484	1	CastroMelchor_2010
SCO7485	1	CastroMelchor_2010
SCO7486	1	CastroMelchor_2010
SCO7487	1	CastroMelchor_2010
SCO7488	1	CastroMelchor_2010
SCO7489	1	CastroMelchor_2010
SCO7497	1	CastroMelchor_2010
SCO7512	1	CastroMelchor_2010
SCO7527	1	CastroMelchor_2010
SCO7530	1	CastroMelchor_2010
SCO7533	1	CastroMelchor_2010
SCO7534	1	CastroMelchor_2010
SCO7535	1	CastroMelchor_2010
SCO7539	1	CastroMelchor_2010
SCO7554	1	CastroMelchor_2010
SCO7560	1	CastroMelchor_2010
SCO7561	1	CastroMelchor_2010
SCO7562	1	CastroMelchor_2010
SCO7568	1	CastroMelchor_2010
SCO7573	1	CastroMelchor_2010
SCO7584	1	CastroMelchor_2010
SCO7585	1	CastroMelchor_2010
SCO7591	1	CastroMelchor_2010
SCO7599	1	CastroMelchor_2010
SCO7602	1	CastroMelchor_2010
SCO7603	1	CastroMelchor_2010
SCO7610	1	CastroMelchor_2010
SCO7611	1	CastroMelchor_2010
SCO7614	1	CastroMelchor_2010
SCO7615	1	CastroMelchor_2010
SCO7616	1	CastroMelchor_2010
SCO7617	1	CastroMelchor_2010
SCO7618	1	CastroMelchor_2010
SCO7619	1	CastroMelchor_2010
SCO7624	1	CastroMelchor_2010
SCO7639	1	CastroMelchor_2010
SCO7640	1	CastroMelchor_2010
SCO7645	1	CastroMelchor_2010
SCO7648	1	CastroMelchor_2010
SCO7649	1	CastroMelchor_2010
SCO7651	1	CastroMelchor_2010
SCO7694	1	CastroMelchor_2010
SCO7696	1	CastroMelchor_2010
SCO7698	1	CastroMelchor_2010
SCO7704	1	CastroMelchor_2010
SCO7706	1	CastroMelchor_2010
SCO7711	1	CastroMelchor_2010
SCO7712	1	CastroMelchor_2010
SCO7719	1	CastroMelchor_2010
SCO7727	1	CastroMelchor_2010
SCO7732	1	CastroMelchor_2010
SCO7733	1	CastroMelchor_2010
SCO7734	1	CastroMelchor_2010
SCO7735	1	CastroMelchor_2010
SCO7742	1	CastroMelchor_2010
SCO7747	1	CastroMelchor_2010
SCO7748	1	CastroMelchor_2010
SCO7749	1	CastroMelchor_2010
SCO7750	1	CastroMelchor_2010
SCO7751	1	CastroMelchor_2010
SCO7754	1	CastroMelchor_2010
SCO7759	1	CastroMelchor_2010
SCO7765	1	CastroMelchor_2010
SCO7767	1	CastroMelchor_2010
SCO7778	1	CastroMelchor_2010
SCO7780	1	CastroMelchor_2010
SCO7784	1	CastroMelchor_2010
SCO7785	1	CastroMelchor_2010
SCO7794	1	CastroMelchor_2010
SCO7806	1	CastroMelchor_2010
SCO7807	1	CastroMelchor_2010
SCO7808	1	CastroMelchor_2010
SCO7809	1	CastroMelchor_2010
