gene_id	baseMean	LFC_T2vsT1	padj_T2vsT1	LFC_T3vsT1	padj_T3vsT1	category	product	temporal_class
SC_RS16250	321.364376066152	-1.3876985816580392	4.405770241418775e-12	-2.2745470949066746	3.820196593821459e-29	Transport	ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA	Monotonic decreasing
SC_RS16685	444.0900412932691	-1.0682951761548491	1.032845676930252e-08	-1.153886252800336	2.9400231036059256e-10	Primary metabolism	nicotinate phosphoribosyltransferase	Monotonic decreasing
SC_RS16690	172.31731043887328	-0.7155144893038503	0.0007975179032198174	-0.4977373354313471	0.0153733944645948	Other	nicotinamidase	Constitutive
SC_RS16695	406.10252246454166	3.0618009766380028	1.6916842115003245e-35	1.857081022066016	4.83619155005132e-14	Hypothetical	hypothetical protein	Sustained up
SC_RS16700	1952.025541518983	1.069441347385839	2.555608047475133e-07	0.8032403680632735	9.38465102215668e-05	Other	immune inhibitor A domain-containing protein	T2-up (transient)
SC_RS16750	22.86450370159723	-0.0276748510131811	0.949186653913983	1.058321539746947	0.0042232712851423	Transport	ABC transporter permease	T3-up (late)
SC_RS16755	42.82943677422128	-0.7211370715536329	0.052025003755889	0.8004169882345524	0.0150754184602534	Transport	betaine/proline/choline family ABC transporter ATP-binding protein	Constitutive
SC_RS16825	19.476634851354632	0.2647642142844362	0.5662202610357667	1.5045348807811292	0.00035222868328130404	Transport	carbohydrate ABC transporter permease	T3-up (late)
SC_RS16830	22.91125808905209	-0.6461634734702134	0.1380872935150586	0.573996255259815	0.1348590062829876	Transport	carbohydrate ABC transporter permease	Constitutive
SC_RS16835	48.4883850425845	-1.7992341352004475	1.3483703040211196e-06	-0.2769404153826684	0.3898520663179277	Other	extracellular solute-binding protein	T2-down (transient)
SC_RS16910	695.8163207058783	0.4775116333408735	0.010579460515499	-0.2364791563143819	0.2029850107641564	Other	polysaccharide deacetylase family protein	Constitutive
SC_RS16915	535.3725017825517	0.5712455385351531	0.0030870364719192	-0.0070632417692359	0.9697701451157228	Hypothetical	hypothetical protein	Constitutive
SC_RS17220	321.5817990416806	-0.718856335555011	0.00011578094658491236	-1.1890210179715854	9.839427975988128e-11	Other	RDD family protein	T3-down (late)
SC_RS17225	93.78734332059392	-0.554246311803244	0.0200812493785504	-1.001429639605764	1.570343368095759e-05	Hypothetical	hypothetical protein	T3-down (late)
SC_RS17230	8262.080264397959	1.784816008431479	4.3966611703579966e-14	-0.3038886606389568	0.2019476226736392	Other	adenosylhomocysteinase	T2-up (transient)
SC_RS17355	2980.523387610224	-0.3986482488902496	0.0922169961996228	0.5232341198812889	0.02127840021875	Other	LCP family protein	Constitutive
SC_RS17360	481.66990535062513	-1.5606584197990123	7.112121923417127e-15	-2.888289427209895	6.887544712678718e-45	Secondary metabolism	acyl-CoA thioesterase	Monotonic decreasing
SC_RS17365	1098.103153232664	-3.5886182362373154	2.0111247634012837e-85	-2.903178433738205	6.378906004020657e-60	Other	vWA domain-containing protein	Sustained down
SC_RS17575	557.4019930000784	-2.02807592334481	2.3620636826496725e-24	-0.9224626357107628	1.6724597638176103e-06	Transport	ABC transporter permease	T2-down (transient)
SC_RS17580	2607.6024978204437	5.241527379896387	1.1242870033667033e-110	1.1697899170040456	6.158648948265726e-07	DNA/RNA metabolism	SAM-dependent methyltransferase	Sustained up
SC_RS17585	12548.425588925393	-0.4283812227693483	0.0933407081730756	-1.283423334463858	2.1863784887021826e-07	Primary metabolism	NAD(P)/FAD-dependent oxidoreductase	T3-down (late)
SC_RS17615	913.5230775760242	-0.8327229384649053	2.612497936477924e-06	-2.556091747606405	3.160503810490409e-46	Other	resuscitation-promoting factor protein RpfC	T3-down (late)
SC_RS17835	1590.780781375764	-2.4803724732210184	1.7127381475629667e-29	-2.2541167925523324	5.261748466947219e-25	Membrane/Cell wall	outer membrane protein assembly factor BamB family protein	Sustained down
SC_RS17840	1458.6264362940717	-2.6684072088331727	1.9565610453100153e-43	-2.007530107725736	9.985887255294312e-26	Membrane/Cell wall	outer membrane protein assembly factor BamB family protein	Sustained down
SC_RS17950	54.49888405241177	-0.2960428836238869	0.495594213038609	2.110831970239044	1.469067417879281e-07	Stress/Defense	S41 family peptidase	T3-up (late)
SC_RS18290	1652.9993480678547	7.304191350087237	1.827736436387898e-126	7.689807486102991	5.081306716984535e-140	Transport	ABC transporter ATP-binding protein	Monotonic increasing
SC_RS18295	2440.49806736294	9.125719383424498	1.1572696241345203e-106	9.63404188009278	1.6849953309628089e-118	Other	L-asparagine oxygenase	Monotonic increasing
SC_RS18300	365.86085727892623	7.7206191081239215	4.363360625399687e-41	7.870376896487217	1.0624512000536613e-42	Primary metabolism	alkaline phosphatase family protein	Monotonic increasing
SC_RS18305	382.1058346747531	8.350285418815867	5.606014828206933e-35	8.303557325080753	1.1237518141897378e-34	Other	metabolite traffic protein EboE	Sustained up
SC_RS18310	637.4621300876248	9.659547865827266	1.5487079213995968e-29	9.860585730282772	9.082905852465111e-31	Primary metabolism	TatD family hydrolase	Monotonic increasing
SC_RS18890	368.9122798346582	-0.9518566534543448	3.111875081393113e-09	-2.007354422762147	1.151774381223676e-34	Other	A/G-specific adenine glycosylase	T3-down (late)
SC_RS18895	3005.4221347429134	0.3420178259667449	0.1594267313329192	-0.4838478357568941	0.0361763560259971	Regulatory/TF	SigE family RNA polymerase sigma factor	Constitutive
SC_RS18900	774.6622995349773	0.0528177508667215	0.8336540820638167	-0.8174707719034641	0.00014000988479435318	Hypothetical	hypothetical protein	Constitutive
SC_RS18905	399.1540225606104	-0.3639527713561119	0.0606659912091007	-1.2146716249690968	9.558301419309363e-11	Regulatory/TF	two-component system response regulator CseB	T3-down (late)
SC_RS19005	81.85028370447681	-1.2868187605905743	7.321814239113105e-07	-1.283364873426689	2.8701710806761173e-07	Primary metabolism	amino-acid N-acetyltransferase	Sustained down
SC_RS19010	128.99742350115275	0.3062175453960362	0.2096705883651611	-0.426927654497455	0.0680719075478708	Regulatory/TF	BlaI/MecI/CopY family transcriptional regulator	Constitutive
SC_RS19015	39.83715177849946	-1.2994917184922088	7.945073835812363e-05	-1.602915252410514	6.701058604402458e-07	Membrane/Cell wall	membrane protein	Monotonic decreasing
SC_RS19020	18.35868775455678	-2.0176391198161316	0.0003355180589427709	0.2980936473131145	0.4698627354534439	Hypothetical	hypothetical protein	T2-down (transient)
SC_RS19025	345.24759228475534	-1.4732402591240166	1.4939931824164777e-12	-1.0874552363412966	8.586282341992436e-08	Primary metabolism	type III pantothenate kinase	Sustained down
SC_RS19030	447.4495709665937	-1.8057846801508255	4.527361854442725e-14	-1.4423403945438702	8.422640158937388e-10	Other	carboxylating nicotinate-nucleotide diphosphorylase	Sustained down
SC_RS19120	64.93199412176556	-0.5251898740298543	0.0514070448296046	-0.8623978599010055	0.0008768972400042382	Other	nuclear transport factor 2 family protein	Constitutive
SC_RS19125	504.5960613787063	0.8741068708260948	4.614643035764732e-06	-0.9255735942853408	1.591636573929354e-06	Other	dihydroneopterin aldolase	Constitutive
SC_RS19130	290.0298564613602	0.6967326638542327	0.004728419137739	-1.1272512576513456	5.197958334419498e-06	Primary metabolism	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	T3-down (late)
SC_RS19135	330.65616876829586	-0.4987977193739761	0.007696559327241	-0.9324963408310688	2.942106782984188e-07	Other	DUF3180 domain-containing protein	Constitutive
SC_RS19140	674.4220678606006	-0.1254358197797395	0.5258794681536895	-1.180302229337584	7.515027935083003e-11	Primary metabolism	GTP cyclohydrolase I FolE	T3-down (late)
SC_RS19145	10318.388099506106	-0.3300204891551392	0.1169509995949658	-0.7187671118615437	0.0003382527590181	Stress/Defense	ATP-dependent zinc metalloprotease FtsH	Constitutive
SC_RS19155	782.1338667187478	3.596554690632606	2.568943774102781e-62	1.971777104030924	9.444067062873812e-20	Primary metabolism	tRNA lysidine(34) synthetase TilS	Sustained up
SC_RS19160	546.0004661422358	0.8513840029928853	1.399100603384926e-06	-0.0274139855313036	0.8818154697892555	Stress/Defense	zinc-dependent metalloprotease	Constitutive
SC_RS19165	374.8432889177184	-0.3887763405681811	0.015264579972467	-1.2780776364319564	3.660650224233878e-16	Stress/Defense	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine endopeptidase	T3-down (late)
SC_RS19170	2363.595215520213	-0.3065062113069973	0.1955332037654704	-1.450728991101971	1.1903965349843418e-10	Primary metabolism	inorganic diphosphatase	T3-down (late)
SC_RS19210	40.29274183564987	-0.7244449203093224	0.0393885181049024	-0.1688197624562388	0.6089083517785162	Transport	ABC transporter permease	Constitutive
SC_RS19215	51.62969784876806	-1.0625731397523368	0.00019605666220080733	-0.7343581675749209	0.0054113926009009	Other	ATP-binding cassette domain-containing protein	T2-down (transient)
SC_RS19220	175.51128752625425	0.4187576408909682	0.0844118470877411	-0.2714510174589964	0.2534809718313158	Regulatory/TF	PadR family transcriptional regulator	Constitutive
SC_RS19225	1044.703526485316	2.033516397341575	5.476030258641138e-23	1.2071520654576948	4.457468326988051e-09	Primary metabolism	aldehyde dehydrogenase family protein	Sustained up
SC_RS19850	2964.091881046517	-0.0520210884252947	0.8277483012782499	-1.46171097361608	5.680514697307671e-12	DNA/RNA metabolism	type I DNA topoisomerase	T3-down (late)
SC_RS19855	249.00446755400148	2.1485059563988047	8.064983457266807e-20	0.5506048267781646	0.0207460158063269	Hypothetical	hypothetical protein	T2-up (transient)
SC_RS19860	755.2797238638567	-0.5561487512003367	0.00031662418032913985	-1.2707194269465405	7.464664432141774e-17	Other	DUF7059 domain-containing protein	T3-down (late)
SC_RS20035	1569.5575237184205	-0.2456667216633331	0.2116574533890846	-1.7529345771057177	3.3278895137812247e-21	Other	transglycosylase domain-containing protein	T3-down (late)
SC_RS20040	788.7830574348089	-0.7879955928256583	8.195543316902373e-05	-2.292858071738854	3.1442306651676083e-30	Other	GatB/YqeY domain-containing protein	T3-down (late)
SC_RS20045	457.0757200777941	-0.5082881493869597	0.0093796691156682	-1.0209864765190069	1.0400985161521165e-07	Primary metabolism	metallophosphoesterase	T3-down (late)
SC_RS20050	32.84876871717347	-1.0505159469431593	0.0063389019186147	0.1329729915885795	0.702588487915678	Membrane/Cell wall	Pr6Pr family membrane protein	T2-down (transient)
SC_RS20685	1049.4535699667542	-3.185213576687872	8.451549972170943e-61	-2.397977571309508	6.8434121030714415e-37	Other	PH domain-containing protein	Sustained down
SC_RS20690	74.78600925436513	-2.720377921938237	3.1768542403924136e-19	-1.235703131436272	7.290794034058632e-07	Hypothetical	hypothetical protein	Sustained down
SC_RS20695	815.1308865586078	-3.3562607752008904	3.336110552705767e-38	-2.0387212605256653	5.94196500566021e-16	Other	polysaccharide deacetylase family protein	Sustained down
SC_RS20705	746.1841810715463	3.108953328215747	3.7702291563596678e-47	3.711359466842892	4.448184940000031e-67	DNA/RNA metabolism	RNA-guided endonuclease InsQ/TnpB family protein	Monotonic increasing
SC_RS20895	45.98035499294545	-1.4839564421052125	0.00035563674079981276	1.3470707371192507	6.016823358446343e-05	Transport	ABC transporter permease	Trough at T2
SC_RS21085	442.6834964270324	-2.3667978632617475	1.0642114413451111e-25	-1.0788006966569084	5.954839049726402e-07	Other	PH domain-containing protein	Sustained down
SC_RS21095	647.4849417994101	-2.0703581728668716	6.873275928777997e-31	-3.006582257198372	1.9382235166713067e-61	Primary metabolism	glycosyltransferase family 2 protein	Monotonic decreasing
SC_RS21100	2346.7340927326422	-1.38997854869406	4.5236953596696605e-11	-2.8502560078271153	2.5315152183827207e-41	DNA/RNA metabolism	aspartate--tRNA ligase	Monotonic decreasing
SC_RS21105	109.15554064898646	-0.6778210403718911	0.00757128521291	-0.0206759855742853	0.9327723125307366	Primary metabolism	ATP-binding SpoIIE family protein phosphatase	Constitutive
SC_RS21260	316.5522445929289	0.5848784204115275	0.0027235736514461	-0.6994644518263632	0.0003205385724457475	Transport	potassium channel family protein	Constitutive
SC_RS21265	184.43543822023165	0.4344973292676073	0.0508188557516681	-0.4319463945308841	0.0478519878994158	Other	molybdopterin-binding protein	Constitutive
SC_RS21270	209.3588954324554	0.7416015627513599	0.0002071692855940329	-0.6133085331131147	0.002477998554081	Primary metabolism	NTP transferase domain-containing protein	Constitutive
SC_RS21275	868.083619260117	2.898150533602721	1.7000883031753604e-57	0.0762554934931552	0.6975699149986974	Primary metabolism	dihydrolipoamide acetyltransferase family protein	T2-up (transient)
SC_RS21340	36.94771918302362	0.0831227542636993	0.8417206170715629	1.278266712513458	0.0002979063426189709	Other	carbohydrate-binding protein	T3-up (late)
SC_RS21350	1670.3649952334372	-2.362070695932907	5.816337991412983e-36	-2.448811567271825	7.160111133342963e-39	Secondary metabolism	antibiotic biosynthesis regulator FhaA	Monotonic decreasing
SC_RS21355	638.8815779531102	-1.9365209516989912	4.070001406643546e-22	-2.432810721921552	5.591368765371798e-34	Secondary metabolism	antibiotic biosynthesis regulator FhaB	Monotonic decreasing
SC_RS21375	3773.8120574739846	-0.0029238063653569	0.9876792326549262	-0.8846194061819891	6.002889881661676e-05	Primary metabolism	Stk1 family PASTA domain-containing Ser/Thr kinase	Constitutive
SC_RS21380	336.6276409855652	-0.3099658001652268	0.1256854145285267	-1.1646324299329964	1.990577060250049e-09	Other	class E sortase	T3-down (late)
SC_RS21385	452.1712414743867	0.4801033919524089	0.0137136443046023	-0.1261072933317879	0.5215230161169585	Other	class E sortase	Constitutive
SC_RS21390	687.1087856880248	0.0616534348183007	0.7983194518030216	-0.272815469890172	0.1940761215434666	Secondary metabolism	aminodeoxychorismate/anthranilate synthase component II	Constitutive
SC_RS21395	231.6841664128774	0.3276830819945552	0.1553977165322265	-0.1343960307252724	0.5525747594027424	Hypothetical	hypothetical protein	Constitutive
SC_RS21400	264.27712583601044	-1.6457107421675048	6.143091326716425e-16	-2.081463033573452	1.009660610530005e-24	Other	DUF881 domain-containing protein	Monotonic decreasing
SC_RS21485	2149.8467116233196	-0.3554385822848364	0.0341013610095359	-1.2256770456637296	3.1088408839065824e-14	Other	nSTAND1 domain-containing NTPase	T3-down (late)
SC_RS21490	818.2635898845374	1.5071448819705775	9.621739483677805e-14	0.6523814609928962	0.0012580309406348	Other	SCO3870 family protein	T2-up (transient)
SC_RS21595	3355.6223234599256	1.00370734982249	8.168838580357318e-05	-0.8694951681743444	0.0005015628975762595	Stress/Defense	thioredoxin-disulfide reductase	T2-up (transient)
SC_RS21600	105.29037939107174	-0.3591878067350175	0.099811778451712	-0.6088762375792156	0.0031567384575948	Regulatory/TF	anti-sigma factor family protein	Constitutive
SC_RS21745	672.6034499562219	-1.0452389533471853	5.388406734150827e-09	-2.062415041443446	2.481585314112906e-30	Primary metabolism	cystathionine gamma-lyase	Monotonic decreasing
SC_RS21750	251.6208690917328	-1.0221150558896566	6.766508367805799e-07	-2.248278576437818	1.5301932066680942e-26	Primary metabolism	low molecular weight protein-tyrosine-phosphatase	Monotonic decreasing
SC_RS21755	144.02426489459248	-1.0272127209566804	4.25137724655788e-07	-1.7586236856354165	1.0172179044478945e-17	Other	phage holin family protein	Monotonic decreasing
SC_RS21760	58.3298377212304	-0.2243397721115526	0.4495481135922927	-0.6633246127464588	0.01639300655286	Other	cupin domain-containing protein	Constitutive
SC_RS21790	1107.9032348308233	2.413008707327753	5.133763264195964e-33	1.6260620321209054	6.834553935146951e-16	Hypothetical	hypothetical protein	Sustained up
SC_RS21795	14.091007787017436	0.3270974962166572	0.5669663649019798	3.3205369772749043	9.669852431557012e-08	Other	ATP-binding protein	T3-up (late)
SC_RS21800	9.99826082137792	0.6244576982335737	0.3107354605817943	3.3871260985577685	7.029119624387103e-06	Hypothetical	hypothetical protein	T3-up (late)
SC_RS21805	136.5257587253653	-0.6144327862183729	0.0116230625205589	-0.2420868954589	0.3031710207744251	Regulatory/TF	GntR family transcriptional regulator	Constitutive
SC_RS21815	17.825178658779976	-1.8360286840351423	0.0129409945639785	2.3295187670638433	2.5345363616711666e-06	Other	FtsK/SpoIIIE domain-containing protein	Trough at T2
SC_RS21960	1683.884799000473	1.1010917421410054	0.00012623815547216312	0.775554879640178	0.0059448234557086	Other	copper resistance CopC/CopD family protein	T2-up (transient)
SC_RS21965	1406.9091831211672	1.655784173847881	4.918396485151742e-07	1.5399047786795228	2.2493916646010388e-06	Stress/Defense	copper chaperone PCu(A)C	Sustained up
SC_RS21970	1008.2388214944872	2.0924674925998215	6.483725679753771e-10	1.9014609502376767	1.5357251031092658e-08	Other	SCO family protein	Sustained up
SC_RS21975	7462.759425490621	3.684512407638782	1.9260300234318583e-35	3.3622910977298277	7.222879891758603e-30	Membrane/Cell wall	YcnI family copper-binding membrane protein	Sustained up
SC_RS21980	6522.0332799613425	2.2578900529537895	3.6043353492505985e-15	2.065014789321881	4.926123791875088e-13	Hypothetical	hypothetical protein	Sustained up
SC_RS22125	30.901104191590377	0.3177314869184864	0.450405352988076	1.6000515901520662	3.5658174576355985e-05	DNA/RNA metabolism	bifunctional DNA primase/polymerase	T3-up (late)
SC_RS22130	98.38177904436316	2.509104623949595	2.1736073663129438e-11	4.645547418636726	7.688044747577412e-38	Hypothetical	hypothetical protein	Monotonic increasing
SC_RS22135	462.4565750366655	0.216302293760551	0.4473362277968655	3.4487693724200077	1.7271286397763968e-41	Regulatory/TF	SigE family RNA polymerase sigma factor	T3-up (late)
SC_RS22140	167.69067123655637	0.4525846283434435	0.0301031952184533	1.414555363578949	1.964716141531735e-13	DNA/RNA metabolism	long-chain fatty acid--CoA ligase	T3-up (late)
SC_RS22320	1538.6805579518666	2.008899748183775	1.1531829702406889e-23	0.7111244829621464	0.0003831189069221299	Translation	tRNA adenosine deaminase-associated protein	T2-up (transient)
SC_RS22605	1023.4753391233796	-1.4050473438254178	1.5360218985579166e-20	-2.0169032606702615	1.523312621104067e-40	DNA/RNA metabolism	ATP-dependent RNA helicase HrpA	Monotonic decreasing
SC_RS23420	1877.7944566861763	3.269234333480864	9.667745603350931e-77	0.6214001327368315	0.0005069399201283068	Other	VgrG-related protein	T2-up (transient)
SC_RS23425	821.2377912671652	2.9972834924289997	8.327554891742829e-42	0.6344173619609113	0.0043347890981564	Other	CIS tube protein	T2-up (transient)
SC_RS23430	356.8487465652088	2.030166557996712	1.1143146930890045e-19	0.001327632124538	0.9967260180429628	Other	phage tail protein	T2-up (transient)
SC_RS23435	230.78391240489412	3.095860042711655	1.7259984161046724e-39	1.092688534635723	5.047260566403032e-06	Hypothetical	hypothetical protein	Sustained up
SC_RS23445	2853.0517223722127	2.205226991547238	9.432454751712063e-25	-0.2514354507779813	0.2474618935382725	Hypothetical	hypothetical protein	T2-up (transient)
SC_RS23450	4010.870842690167	2.8487507750990027	7.325009717408436e-37	0.3186165149467902	0.156525552270806	Other	phage tail protein	T2-up (transient)
SC_RS23455	15136.8665906983	2.730915462687854	3.9207675744593965e-39	-0.2035340664103759	0.3516619205112059	Other	phage tail sheath subtilisin-like domain-containing protein	T2-up (transient)
SC_RS23460	170.45276786311786	-3.026770487385004	2.4129258291895417e-39	-0.9808864874531033	1.7868826545156166e-07	Hypothetical	hypothetical protein	T2-down (transient)
SC_RS23475	890.9074893824804	2.7332980875081287	8.783765302289493e-48	0.0426798483467575	0.836904165172921	Other	RICIN domain-containing protein	T2-up (transient)
SC_RS23480	2464.180865197259	3.1335333136955517	2.8298132666254464e-63	0.7695671434158815	4.101311877969654e-05	Other	RICIN domain-containing protein	T2-up (transient)
SC_RS23485	466.38574596918	1.2362787629670515	1.879273081444296e-15	-0.6902178284901948	1.8292141227484663e-05	Other	ATP-binding protein	T2-up (transient)
SC_RS24185	381.3285569399145	-0.8172669900867933	5.457361850538189e-05	-1.787777646564092	1.1369881221480972e-18	Other	formyltetrahydrofolate deformylase	T3-down (late)
SC_RS24190	30.40401460757492	-3.0121375288239913	8.87935912653871e-09	-0.1317686194386086	0.7124457662810041	Transport	ABC transporter permease	T2-down (transient)
SC_RS24275	51.23248962486296	-1.901078183298733	3.3137249546738003e-09	-0.6893357703151753	0.0117172132535464	Other	VOC family protein	T2-down (transient)
SC_RS24280	963.831668147482	-1.4202339518286191	3.343139527357027e-20	-1.9818475321878184	7.83860435243015e-38	Primary metabolism	serine/threonine-protein kinase	Monotonic decreasing
SC_RS24285	215.9819078421741	-3.616455483970825	2.82395214174224e-37	-1.9081376245407144	3.0461046784990966e-14	Hypothetical	hypothetical protein	Sustained down
SC_RS24355	1361.234711880868	-1.0824855122311854	2.67254731005352e-10	-1.5283097883515893	3.052737633233349e-19	Transport	MFS transporter	Monotonic decreasing
SC_RS24360	2330.3641378446237	-0.9062416851249256	9.883428141809844e-06	-1.8449897203858077	1.3141916725270476e-19	Stress/Defense	D-alanyl-D-alanine carboxypeptidase	T3-down (late)
SC_RS24365	1099.3078273808978	1.0236404984910552	7.172498598235649e-06	2.9365612141857085	6.076814122845389e-39	Other	GOLPH3/VPS74 family protein	Monotonic increasing
SC_RS24545	31.264027897070655	-0.8441558206448542	0.0324932056778728	0.3664488998408909	0.2965606958350477	Regulatory/TF	MerR family transcriptional regulator	Constitutive
SC_RS24550	18.287098041813326	-0.6023363770368096	0.2178194675028105	1.4641078584936738	0.0005946447546470258	DNA/RNA metabolism	O-methyltransferase	T3-up (late)
SC_RS24555	17.023880500413387	-2.551660468148924	0.003062770504072	1.8381969012533743	0.0002482890173017778	Primary metabolism	alpha/beta fold hydrolase	Trough at T2
SC_RS24560	66.09188549695945	-1.921991732569087	1.6876961919694148e-11	-0.9770784326402926	9.451980019472372e-05	Regulatory/TF	TetR/AcrR family transcriptional regulator	T2-down (transient)
SC_RS24565	192.11962431015692	-0.5922864079810107	0.0033357459668058	-0.4264327017002774	0.0282111001237522	Primary metabolism	serine/threonine-protein kinase	Constitutive
SC_RS24850	192.77786229844168	-1.880483931719322	3.0463123323719083e-17	-2.4361840669389796	1.17977348385214e-27	Hypothetical	hypothetical protein	Monotonic decreasing
SC_RS24855	95.24324386661884	-1.2814568782175997	1.4895575014027077e-07	-2.0583868757906356	1.329929286316451e-16	Hypothetical	hypothetical protein	Monotonic decreasing
SC_RS24860	241.29530457456335	-1.4464253194787555	2.955599452318898e-15	-1.7190255706471465	2.0881128560913804e-21	Other	putative T7SS-secreted protein	Monotonic decreasing
SC_RS24865	37.48219409805555	-0.3973669185256218	0.2478633579288122	-1.599385814572586	5.92243525550569e-06	Other	DUF397 domain-containing protein	T3-down (late)
SC_RS24870	274.5037777131386	-1.0389399666347574	1.4464312825203213e-07	-1.8293211053891136	3.3408531701509246e-20	Regulatory/TF	transcriptional regulator WhiJ	Monotonic decreasing
SC_RS24990	773.2780432143304	0.2387251718913318	0.25411892215412	1.6854618752180084	1.7118469166380931e-18	Primary metabolism	NADH-quinone oxidoreductase subunit NuoF	T3-up (late)
SC_RS24995	891.2638731898851	4.450509272421363	3.982884326991069e-56	6.28838943204214	1.725422681689224e-111	Primary metabolism	NADH-quinone oxidoreductase subunit G	Monotonic increasing
SC_RS25000	492.1233843110944	4.144226524229201	5.469052765571471e-40	6.172570878032816	2.4185842596110755e-88	Primary metabolism	NADH-quinone oxidoreductase subunit NuoH	Monotonic increasing
SC_RS25005	322.18624620373697	2.094268708322642	1.0079447542413133e-15	4.358069058085992	2.5269904309020244e-66	Primary metabolism	NADH-quinone oxidoreductase subunit NuoI	Monotonic increasing
SC_RS25485	41532.98793282625	-2.103369909196777	1.3323521833863377e-18	-2.859778190125284	5.2391691852894426e-33	Translation	elongation factor G	Monotonic decreasing
SC_RS25490	54062.02363032861	-0.938115476067971	4.539009685924034e-05	-1.7136110548303771	4.0640562802806985e-14	Translation	elongation factor Tu	T3-down (late)
SC_RS25495	303.64180586669903	-1.387290821108457	4.946308660379073e-07	-2.176656026800419	4.5666441594810286e-15	Regulatory/TF	AfsR/SARP family transcriptional regulator	Monotonic decreasing
SC_RS25815	297.46647435174543	-1.8571143281254785	1.19872654666936e-24	-2.2912846126519892	8.056760293042924e-37	Secondary metabolism	tRNA pseudouridine(38-40) synthase TruA	Monotonic decreasing
SC_RS25820	590.0754573025937	-0.1997788600852151	0.2540541661190492	-1.7631653892975556	3.2299958833201797e-26	Hypothetical	hypothetical protein	T3-down (late)
SC_RS25825	35.94576360829085	-1.654475213594775	0.00014324028399569674	0.6198130667276547	0.0766882275168222	Primary metabolism	glycosyltransferase family 87 protein	T2-down (transient)
SC_RS25835	5444.285030896335	-1.9438637123163296	1.3368348531145116e-17	-2.742240236220042	1.808350801787434e-33	Translation	30S ribosomal protein S9	Monotonic decreasing
SC_RS25840	1012.96108187854	-2.353313728508689	3.1411261220857634e-45	-2.780181987458555	1.5843616380104691e-62	Other	phosphoglucosamine mutase	Monotonic decreasing
SC_RS26095	141.16084411209488	-0.7859391278519845	0.0002214489263072156	-1.1084286624898996	1.061642250752933e-07	Other	class II aldolase/adducin family protein	T3-down (late)
SC_RS26100	192.6187349347187	0.0935474566031074	0.6812870443837138	0.0846477394636612	0.6879616551655436	Membrane/Cell wall	membrane protein	Constitutive
SC_RS26105	94.61017370687053	-0.2178474593802491	0.365904400435074	-0.0150867123528803	0.9464104002411158	Other	DoxX family protein	Constitutive
SC_RS26110	72.035863760085	0.876692905580105	0.0115009143808448	1.6836472081854152	6.075302363033539e-07	Hypothetical	hypothetical protein	T3-up (late)
SC_RS26115	390.6795064449254	1.2729094716366074	1.6526844507655146e-05	2.3474196740933397	1.3062431377127912e-15	Other	PspC domain-containing protein	Monotonic increasing
SC_RS26185	452.40646534937	-2.797984981338478	4.667950082762149e-50	-1.7110960083755884	3.7768892961135697e-22	Other	DUF5682 family protein	Sustained down
SC_RS26200	14417.132442779804	0.3315809656263389	0.1901061189568512	-2.02032008338448	4.761911037738233e-17	DNA/RNA metabolism	ADP-forming succinate--CoA ligase subunit beta	T3-down (late)
SC_RS26625	62.53299420497843	-0.7673467023202882	0.00696648984079	-0.3678970099254197	0.1683236585459613	Transport	AEC family transporter	Constitutive
SC_RS26630	21.38214831723512	-0.1722688131166455	0.6812870443837138	0.5696278328778857	0.1133199845848157	Other	STAS domain-containing protein	Constitutive
SC_RS26635	1469.8042261982782	-0.2474988161233323	0.305563250627257	-0.1881630539671113	0.415090334163349	Regulatory/TF	sigma-70 family RNA polymerase sigma factor	Constitutive
SC_RS26640	338.5812624026696	-1.166985010952268	5.5323910091373335e-11	-2.106648975898541	1.9418367584675399e-31	Transport	MFS transporter	Monotonic decreasing
SC_RS26795	189.67958514912488	-1.1621549129724305	1.771986440993178e-09	-1.7079779768705912	9.013334761310213e-19	DNA/RNA metabolism	biotin--[acetyl-CoA-carboxylase] ligase	Monotonic decreasing
SC_RS26800	675.5973053660978	-2.3710676776442443	2.6208844285776736e-46	-2.635598374613939	1.6041198621657577e-57	Other	adenylate/guanylate cyclase domain-containing protein	Monotonic decreasing
SC_RS26805	198.84162547671156	1.158093456007618	6.4793571033681605e-09	0.3677116481565893	0.0692319766099602	Hypothetical	hypothetical protein	T2-up (transient)
SC_RS27140	159.70590552759057	0.4122401226889566	0.0619022906913238	0.0524104551349657	0.8174313773957503	Regulatory/TF	SigE family RNA polymerase sigma factor	Constitutive
SC_RS27295	59.343830296441816	0.4794242887151329	0.0791376786750755	0.0603279823606945	0.8291773445280166	DNA/RNA metabolism	class I SAM-dependent methyltransferase	Constitutive
SC_RS27300	80.81339319835774	-2.0816956167144225	2.2933528337691613e-13	-1.2867486511856243	5.159038926868124e-07	Regulatory/TF	winged helix DNA-binding domain-containing protein	Sustained down
SC_RS27305	2780.3560032330297	3.3439085841169325	7.572402923231868e-62	3.4632068256967283	2.9892034023541336e-66	Other	PhoH family protein	Monotonic increasing
SC_RS27800	2245.8897835625653	-0.3723022675587493	0.097254206345185	-1.132043564512183	1.4413743611627966e-07	Hypothetical	hypothetical protein	T3-down (late)
