gene_id	in_2v1	in_3v1	in_3v2	overlap_count	category
SC_RS17440	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17445	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17450	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17455	TRUE	TRUE	TRUE	3	All three
SC_RS17460	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17465	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17470	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17475	TRUE	TRUE	TRUE	3	All three
SC_RS17480	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17485	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17490	TRUE	FALSE	FALSE	1	2v1 only
SC_RS17505	TRUE	TRUE	TRUE	3	All three
SC_RS17515	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17540	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17545	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17550	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17555	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17565	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17570	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17575	TRUE	FALSE	FALSE	1	2v1 only
SC_RS17580	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17590	TRUE	TRUE	TRUE	3	All three
SC_RS17595	TRUE	TRUE	TRUE	3	All three
SC_RS17630	TRUE	TRUE	TRUE	3	All three
SC_RS17645	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17650	TRUE	FALSE	FALSE	1	2v1 only
SC_RS17665	TRUE	TRUE	TRUE	3	All three
SC_RS17675	TRUE	FALSE	FALSE	1	2v1 only
SC_RS17695	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS17705	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17710	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17715	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17720	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17730	TRUE	TRUE	TRUE	3	All three
SC_RS17735	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17740	TRUE	TRUE	TRUE	3	All three
SC_RS17745	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17750	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17755	TRUE	TRUE	TRUE	3	All three
SC_RS17765	TRUE	FALSE	FALSE	1	2v1 only
SC_RS17795	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17800	TRUE	FALSE	FALSE	1	2v1 only
SC_RS17815	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17835	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17840	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17845	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17850	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17855	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17860	TRUE	FALSE	FALSE	1	2v1 only
SC_RS17875	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17915	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17930	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17955	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17970	TRUE	TRUE	TRUE	3	All three
SC_RS17975	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17980	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS17990	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18015	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18020	TRUE	TRUE	TRUE	3	All three
SC_RS18025	TRUE	TRUE	TRUE	3	All three
SC_RS18030	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18035	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18040	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18045	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18060	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18065	TRUE	TRUE	TRUE	3	All three
SC_RS18080	TRUE	FALSE	FALSE	1	2v1 only
SC_RS18085	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18110	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18115	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18135	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18140	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18145	TRUE	TRUE	TRUE	3	All three
SC_RS18150	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18165	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18170	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18175	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18180	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18185	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18190	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18195	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18200	TRUE	TRUE	TRUE	3	All three
SC_RS18205	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18210	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18215	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18220	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18225	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18230	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18235	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18240	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18250	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18255	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18260	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18265	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18270	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18275	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18280	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18285	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18290	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18295	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18300	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18305	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18310	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18315	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18320	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18325	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18330	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18335	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18340	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18345	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18350	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18355	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18360	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18410	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18415	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18420	TRUE	FALSE	FALSE	1	2v1 only
SC_RS18425	TRUE	TRUE	TRUE	3	All three
SC_RS18430	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18435	TRUE	TRUE	TRUE	3	All three
SC_RS18440	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18445	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18455	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18490	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18495	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18500	TRUE	TRUE	TRUE	3	All three
SC_RS18505	TRUE	TRUE	TRUE	3	All three
SC_RS18520	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18525	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18530	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18535	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18540	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18545	TRUE	TRUE	TRUE	3	All three
SC_RS18550	TRUE	TRUE	TRUE	3	All three
SC_RS18555	TRUE	TRUE	TRUE	3	All three
SC_RS18560	TRUE	TRUE	TRUE	3	All three
SC_RS18565	TRUE	TRUE	TRUE	3	All three
SC_RS18570	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18575	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18580	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18595	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18600	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18605	TRUE	TRUE	TRUE	3	All three
SC_RS18610	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18620	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18625	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18630	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18640	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18650	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18655	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18670	TRUE	FALSE	FALSE	1	2v1 only
SC_RS18685	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18690	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18695	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18700	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18705	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18715	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18720	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18725	TRUE	TRUE	TRUE	3	All three
SC_RS18740	TRUE	TRUE	TRUE	3	All three
SC_RS18745	TRUE	TRUE	TRUE	3	All three
SC_RS18750	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18755	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18760	TRUE	TRUE	TRUE	3	All three
SC_RS18765	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18770	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18780	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18785	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18815	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18820	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18825	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18830	TRUE	TRUE	TRUE	3	All three
SC_RS18835	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18840	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18845	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18850	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18855	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18870	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18875	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18925	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18930	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18945	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18950	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18955	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18965	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS18970	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18975	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS18980	TRUE	TRUE	TRUE	3	All three
SC_RS18995	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19000	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19005	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19015	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19020	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19025	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19030	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19035	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19040	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19045	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19060	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19065	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19070	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19075	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19085	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19105	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19110	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19115	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19155	TRUE	TRUE	TRUE	3	All three
SC_RS19175	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19180	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19195	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19200	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19225	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19230	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19240	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19245	TRUE	TRUE	TRUE	3	All three
SC_RS19250	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19255	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19265	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19270	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19275	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19290	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19295	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19300	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19315	TRUE	TRUE	TRUE	3	All three
SC_RS19330	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19420	TRUE	TRUE	TRUE	3	All three
SC_RS19425	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19440	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19465	TRUE	TRUE	TRUE	3	All three
SC_RS19475	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19480	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19500	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19505	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19510	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19530	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19540	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19545	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19555	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19565	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19590	TRUE	TRUE	TRUE	3	All three
SC_RS19605	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19675	TRUE	TRUE	TRUE	3	All three
SC_RS19695	TRUE	TRUE	TRUE	3	All three
SC_RS19705	TRUE	TRUE	TRUE	3	All three
SC_RS19725	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19780	TRUE	TRUE	TRUE	3	All three
SC_RS19785	TRUE	TRUE	TRUE	3	All three
SC_RS19800	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19810	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19815	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19820	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19835	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19840	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19845	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19855	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19870	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19875	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS19880	TRUE	FALSE	FALSE	1	2v1 only
SC_RS19890	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19920	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19930	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19955	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS19960	TRUE	TRUE	TRUE	3	All three
SC_RS19995	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20000	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20005	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20015	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20025	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20030	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20060	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20110	TRUE	TRUE	TRUE	3	All three
SC_RS20125	TRUE	TRUE	TRUE	3	All three
SC_RS20130	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20135	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20140	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20145	TRUE	TRUE	TRUE	3	All three
SC_RS20150	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20155	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20165	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20170	TRUE	TRUE	TRUE	3	All three
SC_RS20175	TRUE	TRUE	TRUE	3	All three
SC_RS20190	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20195	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20200	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20215	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20220	TRUE	FALSE	FALSE	1	2v1 only
SC_RS20225	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20235	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20240	TRUE	FALSE	FALSE	1	2v1 only
SC_RS20250	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20255	TRUE	FALSE	FALSE	1	2v1 only
SC_RS20265	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20270	TRUE	TRUE	TRUE	3	All three
SC_RS20275	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20285	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20290	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20295	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20300	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20305	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20310	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20315	TRUE	FALSE	FALSE	1	2v1 only
SC_RS20355	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20360	TRUE	TRUE	TRUE	3	All three
SC_RS20365	TRUE	FALSE	FALSE	1	2v1 only
SC_RS20385	TRUE	TRUE	TRUE	3	All three
SC_RS20390	TRUE	TRUE	TRUE	3	All three
SC_RS20400	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20405	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20415	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20420	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20425	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20440	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20450	TRUE	TRUE	TRUE	3	All three
SC_RS20475	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20480	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20495	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20500	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20505	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20520	TRUE	TRUE	TRUE	3	All three
SC_RS20525	TRUE	TRUE	TRUE	3	All three
SC_RS20540	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20545	TRUE	TRUE	TRUE	3	All three
SC_RS20580	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20585	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20590	TRUE	TRUE	TRUE	3	All three
SC_RS20595	TRUE	TRUE	TRUE	3	All three
SC_RS20655	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20665	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20670	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20675	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20680	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20685	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20690	TRUE	TRUE	TRUE	3	All three
SC_RS20695	TRUE	TRUE	TRUE	3	All three
SC_RS20700	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20705	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20720	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20725	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20730	TRUE	FALSE	FALSE	1	2v1 only
SC_RS20745	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20750	TRUE	TRUE	TRUE	3	All three
SC_RS20755	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20765	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20770	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20780	TRUE	FALSE	FALSE	1	2v1 only
SC_RS20785	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20790	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20795	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20800	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20805	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20810	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20815	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20820	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20825	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20860	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20865	TRUE	TRUE	TRUE	3	All three
SC_RS20870	TRUE	FALSE	FALSE	1	2v1 only
SC_RS20895	TRUE	TRUE	TRUE	3	All three
SC_RS20900	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20910	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20915	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20925	TRUE	TRUE	TRUE	3	All three
SC_RS20930	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20940	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20945	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20950	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20960	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20965	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS20970	TRUE	TRUE	TRUE	3	All three
SC_RS20975	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20980	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20985	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20990	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS20995	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS21010	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS21015	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS21025	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS21060	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS21065	TRUE	TRUE	TRUE	3	All three
SC_RS21070	TRUE	TRUE	TRUE	3	All three
SC_RS21075	TRUE	TRUE	TRUE	3	All three
SC_RS21080	TRUE	TRUE	TRUE	3	All three
SC_RS21085	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS21090	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS21095	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS21100	TRUE	TRUE	TRUE	3	All three
SC_RS21125	TRUE	TRUE	TRUE	3	All three
SC_RS21130	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS21140	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS21145	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS21185	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS21190	TRUE	FALSE	FALSE	1	2v1 only
SC_RS21195	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS21225	TRUE	TRUE	TRUE	3	All three
SC_RS21230	TRUE	TRUE	FALSE	2	2v1 & 3v1 only
SC_RS21250	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS21275	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS21280	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS21285	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS21295	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
SC_RS21300	TRUE	FALSE	TRUE	2	2v1 & 3v2 only
