gene_id,mod_type,methyl_change,methyl_category,log2FC,padj,coordination,correlation_type
SC_RS39825,6mA,-51.26,Lost,2.9059979279908403,4.9863874889787965e-11,Lost_Up,Negative
SC_RS39850,6mA,50.61,Gained,1.6906408230956813,5.543770538283395e-07,Gained_Up,Positive
SC_RS39855,6mA,-53.37,Lost,2.678839022129429,1.1687821049266405e-07,Lost_Up,Negative
SC_RS39980,4mC,94.17,Gained,2.775057433506737,5.297224583523286e-07,Gained_Up,Positive
SC_RS40100,4mC,79.26,Gained,1.3732802410064209,1.5482748969186514e-13,Gained_Up,Positive
SC_RS40240,6mA,-11.339999999999996,Lost,2.1747546102666866,1.590003590578272e-09,Lost_Up,Negative
SC_RS40245,6mA,-11.339999999999996,Lost,1.934800907446568,3.438157548196501e-06,Lost_Up,Negative
SC_RS40310,6mA,-12.099999999999994,Lost,2.4972636927417353,2.573969339287595e-28,Lost_Up,Negative
SC_RS40335,4mC,79.01,Gained,2.864908261010686,6.909631761070546e-17,Gained_Up,Positive
SC_RS40360,6mA,-54.91,Lost,1.292313766935021,8.456270173892462e-08,Lost_Up,Negative
SC_RS40435,6mA,-51.28,Lost,2.0481399803843376,1.9318833063227032e-18,Lost_Up,Negative
SC_RS40610,4mC,82.78,Gained,3.344570056163855,7.781523897927374e-10,Gained_Up,Positive
SC_RS40770,4mC,62.34,Gained,5.224558174986977,3.103368524820356e-60,Gained_Up,Positive
SC_RS40865,4mC,80.83,Gained,2.346245994507521,8.593384747753454e-09,Gained_Up,Positive
SC_RS41080,4mC,51.32,Gained,3.119059714217336,1.4992738557879925e-21,Gained_Up,Positive
SC_RS41150,4mC,90.29,Gained,1.8973872994256444,0.0003912200044689317,Gained_Up,Positive
SC_RS41220,6mA,56.83,Gained,4.62010853694959,1.5323547224882754e-09,Gained_Up,Positive
