angle	subset	pair	motif	window	metric	n	rho	p	sig	sign	n_pos	n_neg	mean_diff
3b_T1binary_MW	all	T2vsT1	AAGCCCG_6mA	500	MW(LFC|methT1=1 vs 0)	57			False		2.0	55.0	
3b_T1binary_MW	all	T2vsT1	AAGCCCG_6mA	1000	MW(LFC|methT1=1 vs 0)	57			False		2.0	55.0	
3b_T1binary_MW	all	T2vsT1	AAGCCCG_6mA	2000	MW(LFC|methT1=1 vs 0)	57	-0.13714285714285723	0.5754532856291134	False	-1	7.0	50.0	-0.0554272009876825
3b_T1binary_MW	all	T3vsT1	all	100	MW(LFC|methT1=1 vs 0)	57	0.09259259259259256	0.6695644097987715	False	1	9.0	48.0	-0.6081649726183078
3b_T1binary_MW	all	T3vsT1	all	200	MW(LFC|methT1=1 vs 0)	57	0.2702702702702703	0.09616563285340178	False	1	20.0	37.0	-1.3068395784612283
3b_T1binary_MW	all	T3vsT1	all	293	MW(LFC|methT1=1 vs 0)	57	0.3424317617866005	0.02759571170505483	True	1	31.0	26.0	-1.3989239167463117
3b_T1binary_MW	all	T3vsT1	all	500	MW(LFC|methT1=1 vs 0)	57	0.2954545454545454	0.05970645504352148	False	1	33.0	24.0	-1.2588188572638297
3b_T1binary_MW	all	T3vsT1	all	1000	MW(LFC|methT1=1 vs 0)	57	0.1709401709401709	0.30703246176575094	False	1	39.0	18.0	-0.9012054048595912
3b_T1binary_MW	all	T3vsT1	all	2000	MW(LFC|methT1=1 vs 0)	57	0.2517482517482518	0.17388369137860782	False	1	44.0	13.0	-1.3917050858723332
3b_T1binary_MW	all	T3vsT1	all_4mC	100	MW(LFC|methT1=1 vs 0)	57	0.16049382716049387	0.6724538619275461	False	1	3.0	54.0	-0.8433959922827701
3b_T1binary_MW	all	T3vsT1	all_4mC	200	MW(LFC|methT1=1 vs 0)	57	0.44680851063829785	0.02834182616684119	True	1	10.0	47.0	-1.9922060378535007
3b_T1binary_MW	all	T3vsT1	all_4mC	293	MW(LFC|methT1=1 vs 0)	57	0.4125874125874126	0.025437980422702965	True	1	13.0	44.0	-1.9221327279462974
3b_T1binary_MW	all	T3vsT1	all_4mC	500	MW(LFC|methT1=1 vs 0)	57	0.3015873015873016	0.08679906132656093	False	1	15.0	42.0	-1.5279007392661097
3b_T1binary_MW	all	T3vsT1	all_4mC	1000	MW(LFC|methT1=1 vs 0)	57	0.26190476190476186	0.10320912424666287	False	1	21.0	36.0	-1.428170461707007
3b_T1binary_MW	all	T3vsT1	all_4mC	2000	MW(LFC|methT1=1 vs 0)	57	0.18226600985221675	0.2407005617127952	False	1	28.0	29.0	-0.7826270271687189
3b_T1binary_MW	all	T3vsT1	GCCGGC_4mC	100	MW(LFC|methT1=1 vs 0)	57			False		1.0	56.0	
3b_T1binary_MW	all	T3vsT1	GCCGGC_4mC	200	MW(LFC|methT1=1 vs 0)	57	0.05660377358490565	0.8683932052353106	False	1	4.0	53.0	-0.45364690941896874
3b_T1binary_MW	all	T3vsT1	GCCGGC_4mC	293	MW(LFC|methT1=1 vs 0)	57	-0.045751633986928164	0.8691472931790707	False	-1	6.0	51.0	-0.18035909387369276
3b_T1binary_MW	all	T3vsT1	GCCGGC_4mC	500	MW(LFC|methT1=1 vs 0)	57	-0.15306122448979598	0.5051062030418302	False	-1	8.0	49.0	0.20839941816908936
3b_T1binary_MW	all	T3vsT1	GCCGGC_4mC	1000	MW(LFC|methT1=1 vs 0)	57	0.13286713286713292	0.47572348457123426	False	1	13.0	44.0	-0.861508213057499
3b_T1binary_MW	all	T3vsT1	GCCGGC_4mC	2000	MW(LFC|methT1=1 vs 0)	57	0.07792207792207795	0.6286958678034819	False	1	22.0	35.0	-0.2588603501475788
3b_T1binary_MW	all	T3vsT1	all_6mA	100	MW(LFC|methT1=1 vs 0)	57	0.2091836734693877	0.35897092883599113	False	1	8.0	49.0	-1.0391863919068416
3b_T1binary_MW	all	T3vsT1	all_6mA	200	MW(LFC|methT1=1 vs 0)	57	0.2026578073089701	0.26203721545612935	False	1	14.0	43.0	-0.9419516785953357
3b_T1binary_MW	all	T3vsT1	all_6mA	293	MW(LFC|methT1=1 vs 0)	57	0.17000000000000004	0.27769409234271136	False	1	25.0	32.0	-0.5676709903293757
3b_T1binary_MW	all	T3vsT1	all_6mA	500	MW(LFC|methT1=1 vs 0)	57	0.15802469135802466	0.3101706665019721	False	1	27.0	30.0	-0.585959815295788
3b_T1binary_MW	all	T3vsT1	all_6mA	1000	MW(LFC|methT1=1 vs 0)	57	0.07499999999999996	0.6352077083649579	False	1	32.0	25.0	-0.34766983616900016
3b_T1binary_MW	all	T3vsT1	all_6mA	2000	MW(LFC|methT1=1 vs 0)	57	0.05974025974025976	0.7122623277562528	False	1	35.0	22.0	-0.3326744821934191
3b_T1binary_MW	all	T3vsT1	AAGCCCG_6mA	100	MW(LFC|methT1=1 vs 0)	57			False		0.0	57.0	
3b_T1binary_MW	all	T3vsT1	AAGCCCG_6mA	200	MW(LFC|methT1=1 vs 0)	57			False		1.0	56.0	
3b_T1binary_MW	all	T3vsT1	AAGCCCG_6mA	293	MW(LFC|methT1=1 vs 0)	57			False		2.0	55.0	
3b_T1binary_MW	all	T3vsT1	AAGCCCG_6mA	500	MW(LFC|methT1=1 vs 0)	57			False		2.0	55.0	
3b_T1binary_MW	all	T3vsT1	AAGCCCG_6mA	1000	MW(LFC|methT1=1 vs 0)	57			False		2.0	55.0	
3b_T1binary_MW	all	T3vsT1	AAGCCCG_6mA	2000	MW(LFC|methT1=1 vs 0)	57	-0.48571428571428577	0.03798018135888338	True	-1	7.0	50.0	1.4696018172103815
3b_T1binary_MW	all	T3vsT2	all	100	MW(LFC|methT1=1 vs 0)	57	-0.15740740740740744	0.46348061797710605	False	-1	9.0	48.0	0.33081298442143364
3b_T1binary_MW	all	T3vsT2	all	200	MW(LFC|methT1=1 vs 0)	57	-0.10270270270270276	0.530636055304839	False	-1	20.0	37.0	0.2447482143429417
3b_T1binary_MW	all	T3vsT2	all	293	MW(LFC|methT1=1 vs 0)	57	-0.05210918114143914	0.7425750451627525	False	-1	31.0	26.0	0.13527036141607157
3b_T1binary_MW	all	T3vsT2	all	500	MW(LFC|methT1=1 vs 0)	57	-0.07828282828282829	0.6220390913579387	False	-1	33.0	24.0	0.17171663125705366
3b_T1binary_MW	all	T3vsT2	all	1000	MW(LFC|methT1=1 vs 0)	57	-0.10256410256410264	0.5422277467412087	False	-1	39.0	18.0	0.19473887457285952
3b_T1binary_MW	all	T3vsT2	all	2000	MW(LFC|methT1=1 vs 0)	57	0.03146853146853146	0.8715750820343118	False	1	44.0	13.0	-0.11963527605950297
3b_T1binary_MW	all	T3vsT2	all_4mC	100	MW(LFC|methT1=1 vs 0)	57	-0.37037037037037046	0.306971975393028	False	-1	3.0	54.0	0.9280180899422743
3b_T1binary_MW	all	T3vsT2	all_4mC	200	MW(LFC|methT1=1 vs 0)	57	0.021276595744680882	0.9247796365601091	False	1	10.0	47.0	0.2048010084950755
3b_T1binary_MW	all	T3vsT2	all_4mC	293	MW(LFC|methT1=1 vs 0)	57	0.034965034965035	0.8566213264668197	False	1	13.0	44.0	0.31312600529486995
3b_T1binary_MW	all	T3vsT2	all_4mC	500	MW(LFC|methT1=1 vs 0)	57	0.03492063492063491	0.8490888640569216	False	1	15.0	42.0	0.26968579763819744
3b_T1binary_MW	all	T3vsT2	all_4mC	1000	MW(LFC|methT1=1 vs 0)	57	0.09523809523809523	0.5570166967192476	False	1	21.0	36.0	0.0722972086132449
3b_T1binary_MW	all	T3vsT2	all_4mC	2000	MW(LFC|methT1=1 vs 0)	57	0.051724137931034475	0.743494296606764	False	1	28.0	29.0	0.0458041344042307
3b_T1binary_MW	all	T3vsT2	GCCGGC_4mC	100	MW(LFC|methT1=1 vs 0)	57			False		1.0	56.0	
3b_T1binary_MW	all	T3vsT2	GCCGGC_4mC	200	MW(LFC|methT1=1 vs 0)	57	-0.1603773584905661	0.6188754715070505	False	-1	4.0	53.0	1.033990334949291
3b_T1binary_MW	all	T3vsT2	GCCGGC_4mC	293	MW(LFC|methT1=1 vs 0)	57	-0.20915032679738554	0.42232439302945757	False	-1	6.0	51.0	1.2413229581682512
3b_T1binary_MW	all	T3vsT2	GCCGGC_4mC	500	MW(LFC|methT1=1 vs 0)	57	-0.15816326530612246	0.490693997389482	False	-1	8.0	49.0	0.9455071497012338
3b_T1binary_MW	all	T3vsT2	GCCGGC_4mC	1000	MW(LFC|methT1=1 vs 0)	57	0.05944055944055948	0.7536676664821822	False	1	13.0	44.0	0.31844148064627414
3b_T1binary_MW	all	T3vsT2	GCCGGC_4mC	2000	MW(LFC|methT1=1 vs 0)	57	0.01558441558441559	0.9281633612539493	False	1	22.0	35.0	0.16769895959747172
3b_T1binary_MW	all	T3vsT2	all_6mA	100	MW(LFC|methT1=1 vs 0)	57	-0.04591836734693877	0.8481028080490668	False	-1	8.0	49.0	-0.05360690305124949
3b_T1binary_MW	all	T3vsT2	all_6mA	200	MW(LFC|methT1=1 vs 0)	57	-0.12624584717607967	0.48693008779224345	False	-1	14.0	43.0	0.04912278697470701
3b_T1binary_MW	all	T3vsT2	all_6mA	293	MW(LFC|methT1=1 vs 0)	57	-0.15749999999999997	0.31484605132881627	False	-1	25.0	32.0	0.24223320579764046
3b_T1binary_MW	all	T3vsT2	all_6mA	500	MW(LFC|methT1=1 vs 0)	57	-0.14567901234567904	0.3498122958522748	False	-1	27.0	30.0	0.20592968485944563
3b_T1binary_MW	all	T3vsT2	all_6mA	1000	MW(LFC|methT1=1 vs 0)	57	-0.17999999999999994	0.2502094912103263	False	-1	32.0	25.0	0.2352419733715619
3b_T1binary_MW	all	T3vsT2	all_6mA	2000	MW(LFC|methT1=1 vs 0)	57	-0.11948051948051952	0.4557671974787735	False	-1	35.0	22.0	0.11907170077003842
3b_T1binary_MW	all	T3vsT2	AAGCCCG_6mA	100	MW(LFC|methT1=1 vs 0)	57			False		0.0	57.0	
3b_T1binary_MW	all	T3vsT2	AAGCCCG_6mA	200	MW(LFC|methT1=1 vs 0)	57			False		1.0	56.0	
3b_T1binary_MW	all	T3vsT2	AAGCCCG_6mA	293	MW(LFC|methT1=1 vs 0)	57			False		2.0	55.0	
3b_T1binary_MW	all	T3vsT2	AAGCCCG_6mA	500	MW(LFC|methT1=1 vs 0)	57			False		2.0	55.0	
3b_T1binary_MW	all	T3vsT2	AAGCCCG_6mA	1000	MW(LFC|methT1=1 vs 0)	57			False		2.0	55.0	
3b_T1binary_MW	all	T3vsT2	AAGCCCG_6mA	2000	MW(LFC|methT1=1 vs 0)	57	-0.6171428571428572	0.006831243410482851	True	-1	7.0	50.0	1.5250290181980637
4_sigDEG_only	padj<0.05	T2vsT1	all	100	dcount~LFC	45	0.15414090820604365	0.3120310067584183	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all	200	dcount~LFC	45	0.1399246882083294	0.3592731865681368	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all	293	dcount~LFC	45	0.1159951210752125	0.44797861271258144	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all	500	dcount~LFC	45	0.2144089391895655	0.1572638606789565	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all	1000	dcount~LFC	45	0.24659854503763676	0.10246640028768221	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all	2000	dcount~LFC	45	0.24760333829010872	0.1010298729767448	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all_4mC	100	dcount~LFC	45	0.2341201677866024	0.12163853240281006	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all_4mC	200	dcount~LFC	45	0.20186774449188385	0.18358377579585244	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all_4mC	293	dcount~LFC	45	0.11214630400494903	0.46328468093330644	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all_4mC	500	dcount~LFC	45	0.16163914801400195	0.28878495034708	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all_4mC	1000	dcount~LFC	45	0.2026512302712475	0.18185273170884236	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all_4mC	2000	dcount~LFC	45	0.24818189279950578	0.10020977804675768	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	GCCGGC_4mC	100	dcount~LFC	45	0.3072117819346504	0.040093682225757675	True	1			
4_sigDEG_only	padj<0.05	T2vsT1	GCCGGC_4mC	200	dcount~LFC	45	0.17436585464968266	0.25197368564534206	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	GCCGGC_4mC	293	dcount~LFC	45	0.11073887853694815	0.4689511302884084	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	GCCGGC_4mC	500	dcount~LFC	45	0.16767286387545596	0.270918888753372	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	GCCGGC_4mC	1000	dcount~LFC	45	0.1741946813589539	0.25244681107487393	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	GCCGGC_4mC	2000	dcount~LFC	45	0.148873577974582	0.32905227853018154	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all_6mA	100	dcount~LFC	45	-0.007254219415123504	0.9622789228406753	False	-1			
4_sigDEG_only	padj<0.05	T2vsT1	all_6mA	200	dcount~LFC	45	-0.007989039136155578	0.9584611264166772	False	-1			
4_sigDEG_only	padj<0.05	T2vsT1	all_6mA	293	dcount~LFC	45	0.045935578013873206	0.7644577516623936	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all_6mA	500	dcount~LFC	45	0.10555592328463577	0.4901334611040042	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all_6mA	1000	dcount~LFC	45	0.062195264218718564	0.6848371974044525	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	all_6mA	2000	dcount~LFC	45	0.06080052283348362	0.6915500477395051	False	1			
4_sigDEG_only	padj<0.05	T2vsT1	AAGCCCG_6mA	100	dcount~LFC	45			False				
4_sigDEG_only	padj<0.05	T2vsT1	AAGCCCG_6mA	200	dcount~LFC	45			False				
4_sigDEG_only	padj<0.05	T2vsT1	AAGCCCG_6mA	293	dcount~LFC	45			False				
4_sigDEG_only	padj<0.05	T2vsT1	AAGCCCG_6mA	500	dcount~LFC	45			False				
4_sigDEG_only	padj<0.05	T2vsT1	AAGCCCG_6mA	1000	dcount~LFC	45			False				
4_sigDEG_only	padj<0.05	T2vsT1	AAGCCCG_6mA	2000	dcount~LFC	45	0.08125630520878963	0.5956794241039212	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all	100	dcount~LFC	55	0.18297874387035354	0.1811708544188151	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all	200	dcount~LFC	55	0.21555285581862882	0.11399064832950694	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all	293	dcount~LFC	55	0.15783814424514916	0.24977162604129644	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all	500	dcount~LFC	55	0.2269097225585716	0.09572050040977181	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all	1000	dcount~LFC	55	0.2598305793909792	0.055398081172242514	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all	2000	dcount~LFC	55	0.27622702757313894	0.0412103086267639	True	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_4mC	100	dcount~LFC	55	0.2750072843519177	0.04215080996158176	True	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_4mC	200	dcount~LFC	55	0.33524196355351465	0.012350070265384932	True	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_4mC	293	dcount~LFC	55	0.19071624284713867	0.16309366567884317	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_4mC	500	dcount~LFC	55	0.22492388384366357	0.09873920123738748	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_4mC	1000	dcount~LFC	55	0.27679258109033794	0.040780126096087915	True	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_4mC	2000	dcount~LFC	55	0.28458408776114374	0.035220581659783014	True	1			
4_sigDEG_only	padj<0.05	T3vsT1	GCCGGC_4mC	100	dcount~LFC	55			False				
4_sigDEG_only	padj<0.05	T3vsT1	GCCGGC_4mC	200	dcount~LFC	55	0.0600068583185913	0.6634218706065105	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	GCCGGC_4mC	293	dcount~LFC	55	-0.059584911609582174	0.6656483497359494	False	-1			
4_sigDEG_only	padj<0.05	T3vsT1	GCCGGC_4mC	500	dcount~LFC	55	0.02785829324455461	0.8399977705879156	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	GCCGGC_4mC	1000	dcount~LFC	55	0.17718436766345994	0.19562409122157678	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	GCCGGC_4mC	2000	dcount~LFC	55	0.1518258600635911	0.26849367186738665	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_6mA	100	dcount~LFC	55	0.06901491578774548	0.6166034823907132	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_6mA	200	dcount~LFC	55	0.06303612983478343	0.6475230294179545	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_6mA	293	dcount~LFC	55	0.07430714071055751	0.5897728470885106	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_6mA	500	dcount~LFC	55	0.1097459009218215	0.42509301703744773	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_6mA	1000	dcount~LFC	55	0.11811178364775629	0.3904327174818327	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	all_6mA	2000	dcount~LFC	55	0.10516895588123833	0.44477071967240955	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	AAGCCCG_6mA	100	dcount~LFC	55			False				
4_sigDEG_only	padj<0.05	T3vsT1	AAGCCCG_6mA	200	dcount~LFC	55	0.1200137166371826	0.3827924453586459	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	AAGCCCG_6mA	293	dcount~LFC	55	0.1200137166371826	0.3827924453586459	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	AAGCCCG_6mA	500	dcount~LFC	55	0.1200137166371826	0.3827924453586459	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	AAGCCCG_6mA	1000	dcount~LFC	55	0.1200137166371826	0.3827924453586459	False	1			
4_sigDEG_only	padj<0.05	T3vsT1	AAGCCCG_6mA	2000	dcount~LFC	55	-0.08574056712808036	0.5336711876968196	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	all	100	dcount~LFC	38	0.08011032058045874	0.6325745429803916	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	all	200	dcount~LFC	38	0.04930616197629382	0.7687814841491208	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	all	293	dcount~LFC	38	-0.05512486805276278	0.7423740525705469	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	all	500	dcount~LFC	38	-0.06929654764505012	0.679313243754894	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	all	1000	dcount~LFC	38	-0.03544316540230104	0.8326890571622833	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	all	2000	dcount~LFC	38	-0.08321372059197467	0.6194068712133353	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	all_4mC	100	dcount~LFC	38	-0.05473763676449522	0.744122830435413	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	all_4mC	200	dcount~LFC	38	-0.07620280753248788	0.6493136232237388	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	all_4mC	293	dcount~LFC	38	-0.18784290299908615	0.2587505983387762	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	all_4mC	500	dcount~LFC	38	-0.18784290299908615	0.2587505983387762	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	all_4mC	1000	dcount~LFC	38	-0.06468816105353631	0.6996089472636847	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	all_4mC	2000	dcount~LFC	38	-0.06234980177792199	0.7099874781718648	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	GCCGGC_4mC	100	dcount~LFC	38	0.23237440652678518	0.16034761445569565	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	GCCGGC_4mC	200	dcount~LFC	38	-0.046917974369567336	0.7796966708867279	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	GCCGGC_4mC	293	dcount~LFC	38	-0.17111189111011335	0.30434089677811244	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	GCCGGC_4mC	500	dcount~LFC	38	-0.17111189111011335	0.30434089677811244	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	GCCGGC_4mC	1000	dcount~LFC	38	-0.04709142403455451	0.7789024910725432	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	GCCGGC_4mC	2000	dcount~LFC	38	-0.09756128884709725	0.5600878661264037	False	-1			
4_sigDEG_only	padj<0.05	T3vsT2	all_6mA	100	dcount~LFC	38	0.1487185847286694	0.3728711489046543	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	all_6mA	200	dcount~LFC	38	0.1121843499548937	0.502493770333983	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	all_6mA	293	dcount~LFC	38	0.07204843307112634	0.6672979437837333	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	all_6mA	500	dcount~LFC	38	0.06302371127214342	0.7069910252222091	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	all_6mA	1000	dcount~LFC	38	0.0018773347311255384	0.9910749880397873	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	all_6mA	2000	dcount~LFC	38	0.021281999181404217	0.8990806290783382	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	AAGCCCG_6mA	100	dcount~LFC	38			False				
4_sigDEG_only	padj<0.05	T3vsT2	AAGCCCG_6mA	200	dcount~LFC	38	0.007495948597638234	0.9643742432152658	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	AAGCCCG_6mA	293	dcount~LFC	38	0.007495948597638234	0.9643742432152658	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	AAGCCCG_6mA	500	dcount~LFC	38	0.007495948597638234	0.9643742432152658	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	AAGCCCG_6mA	1000	dcount~LFC	38	0.007495948597638234	0.9643742432152658	False	1			
4_sigDEG_only	padj<0.05	T3vsT2	AAGCCCG_6mA	2000	dcount~LFC	38	0.007495948597638234	0.9643742432152658	False	1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all	100	count_T1~LFC	45	-0.1553866291842095	0.3080888763550909	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all	200	count_T1~LFC	45	-0.357515538830283	0.015905157247715684	True	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all	293	count_T1~LFC	45	-0.43782166043805465	0.002631543055739651	True	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all	500	count_T1~LFC	45	-0.39994892195560156	0.006487208769220381	True	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all	1000	count_T1~LFC	45	-0.2822110113924355	0.06034915312052645	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all	2000	count_T1~LFC	45	-0.1336005453148162	0.38161116804608886	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_4mC	100	count_T1~LFC	45	-0.19927250720085432	0.18940175278009766	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_4mC	200	count_T1~LFC	45	-0.41275400181953403	0.004836060127355109	True	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_4mC	293	count_T1~LFC	45	-0.42120290443635944	0.003959275957403713	True	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_4mC	500	count_T1~LFC	45	-0.29622215971407456	0.04817819286832467	True	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_4mC	1000	count_T1~LFC	45	-0.24270646100031187	0.10817914957707046	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_4mC	2000	count_T1~LFC	45	-0.151856975638823	0.3193414924383312	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	GCCGGC_4mC	100	count_T1~LFC	45			False				
4b_sigDEG_absT1	padj<0.05	T2vsT1	GCCGGC_4mC	200	count_T1~LFC	45	-0.20894478482260193	0.16836989612100509	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	GCCGGC_4mC	293	count_T1~LFC	45	-0.1660604226673786	0.275620172927442	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	GCCGGC_4mC	500	count_T1~LFC	45	0.01803784703272579	0.9063798274806936	False	1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	GCCGGC_4mC	1000	count_T1~LFC	45	-0.11122085050685813	0.467006505403638	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	GCCGGC_4mC	2000	count_T1~LFC	45	-0.040309879342527104	0.7926242572194783	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_6mA	100	count_T1~LFC	45	-0.14321532462094053	0.3479705394804515	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_6mA	200	count_T1~LFC	45	-0.19346739335426102	0.2028873153863229	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_6mA	293	count_T1~LFC	45	-0.2513756617498164	0.0957744373485066	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_6mA	500	count_T1~LFC	45	-0.2641757367279902	0.07950285681605007	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_6mA	1000	count_T1~LFC	45	-0.19484484272623231	0.19962802993507248	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	all_6mA	2000	count_T1~LFC	45	-0.03655310091398604	0.811582405949877	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	AAGCCCG_6mA	100	count_T1~LFC	45			False				
4b_sigDEG_absT1	padj<0.05	T2vsT1	AAGCCCG_6mA	200	count_T1~LFC	45	-0.17412065401883492	0.2526516085804112	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	AAGCCCG_6mA	293	count_T1~LFC	45	-0.17412065401883492	0.2526516085804112	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	AAGCCCG_6mA	500	count_T1~LFC	45	-0.17412065401883492	0.2526516085804112	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	AAGCCCG_6mA	1000	count_T1~LFC	45	-0.17412065401883492	0.2526516085804112	False	-1			
4b_sigDEG_absT1	padj<0.05	T2vsT1	AAGCCCG_6mA	2000	count_T1~LFC	45	0.053781864508793416	0.7256773030004298	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all	100	count_T1~LFC	55	-0.06818216314182188	0.6208723049554886	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all	200	count_T1~LFC	55	-0.2576595830816037	0.0575423904662274	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all	293	count_T1~LFC	55	-0.2981683025824511	0.027032719718177542	True	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all	500	count_T1~LFC	55	-0.2726894145144033	0.04398664436159186	True	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all	1000	count_T1~LFC	55	-0.18958447935053113	0.1656519276897819	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all	2000	count_T1~LFC	55	-0.1355559078368137	0.32374901506363324	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_4mC	100	count_T1~LFC	55	-0.06052275326688025	0.6607035761785659	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_4mC	200	count_T1~LFC	55	-0.2939873661036669	0.029362632461642446	True	-1			
